,Unnamed: 0,generated_caption,verbs_small_model,verbs_medium_model,verbs_large_model,is_same
1923,1923,dough doughs on a baking sheet,['dough'],[],[],False
1924,1924,a group of people sitting at a table on a porch,['sit'],['sit'],['sit'],True
1925,1925,a young boy riding a red bike,['ride'],['ride'],['ride'],True
1926,1926,a beautiful spring day in a country home,[],[],[],True
1927,1927,the team at the sand sculpture,[],[],[],True
1928,1928,a pink piggy bank with a pile of money,[],[],[],True
1929,1929,a group of people cheering for the us flag,['cheer'],['cheer'],['cheer'],True
1930,1930,a birthday party with balloons and confe,[],[],[],True
1931,1931,a bride and groom at their wedding in the garden,[],[],[],True
1932,1932,a father and son riding a bicycle,['ride'],['ride'],['ride'],True
1933,1933,a man looking at a sculpture,['look'],['look'],['look'],True
1934,1934,a woman with flowers in her hair,[],[],[],True
1935,1935,the sun setting behind the monument,['set'],['set'],['set'],True
1936,1936,a family eating together at a table,['eat'],['eat'],['eat'],True
1937,1937,a variety of accessories and accessories,[],[],[],True
1938,1938,a woman in a field of wildflowers,[],[],[],True
1939,1939,a couple on a sailboat,[],[],[],True
1940,1940,a woman holding a pug,['hold'],['hold'],['hold'],True
1941,1941,a couple holding a bottle of whiskey,['hold'],['hold'],['hold'],True
1942,1942,a person presenting a presentation,['present'],['present'],['present'],True
1943,1943,a woman decor a christmas wreath,['decor'],[],[],False
1944,1944,a colorful parrot,[],[],[],True
1945,1945,a farmhouse house in the country style,[],[],[],True
1946,1946,a window with a wreath of flowers,[],[],[],True
1947,1947,a girl riding a bike on a mountain trail,['ride'],['ride'],['ride'],True
1948,1948,astronaut person,[],[],[],True
1949,1949,a female boxer wearing a red boxing outfit and a white boxing glove,['wear'],['wear'],['wear'],True
1950,1950,two hands holding glasses of whiskey,['hold'],['hold'],['hold'],True
1951,1951,a golden dragon on a building,[],[],[],True
1952,1952,"a brown leather bag, a red apple, a pen, a pen and a",[],[],[],True
1953,1953,an old house in the country,[],[],[],True
1954,1954,tools,[],[],[],True
1955,1955,a woman washing a car,['wash'],['wash'],['wash'],True
1956,1956,a blender with various ingredients,[],[],[],True
1957,1957,colorful gems,[],[],[],True
1958,1958,a woman in a red dress and red shoes standing in front of a television set,['stand'],['stand'],['stand'],True
1959,1959,a skateboarder doing a trick,['do'],['do'],['do'],True
1960,1960,a bull wearing a red banda,['wear'],['wear'],['wear'],True
1961,1961,a pile of screws,[],[],[],True
1962,1962,a pirate with a parrot,[],[],[],True
1963,1963,a person using a drill tool,['use'],['use'],['use'],True
1964,1964,many different types of screws,[],[],[],True
1965,1965,a woman making a pie,['make'],['make'],['make'],True
1966,1966,a lion and a group of zebras,[],[],[],True
1967,1967,a couple walking down a street in the city,['walk'],['walk'],['walk'],True
1968,1968,a little girl in a field of flowers,[],[],[],True
1969,1969,a blue and yellow kitchen kettle and a yellow kettle,[],[],[],True
1970,1970,a dragon flying over a city,['fly'],['fly'],['fly'],True
1971,1971,an escala in a train station,[],[],[],True
1972,1972,two young girls riding a tricycle,['ride'],['ride'],['ride'],True
1973,1973,a statue of a female holding a ball,[],['hold'],['hold'],False
1974,1974,a skateboarder doing a trick,['do'],['do'],['do'],True
1975,1975,a garden with a shovel and a garden bed,[],[],[],True
1976,1976,a beautiful woman holding a blue and yellow parrot,['hold'],['hold'],['hold'],True
1977,1977,a ship,[],[],[],True
1978,1978,a lab,[],[],[],True
1979,1979,ghostbuster sticker,[],[],[],True
1980,1980,a gothic girl sitting on a rooftop in paris,['sit'],['sit'],['sit'],True
1981,1981,the escala shopping centre in the city of london,[],[],[],True
1982,1982,a lab room with a computer and a monitor,[],[],[],True
1983,1983,yellow and blue kitchen appliances,[],[],[],True
1984,1984,a group of men playing cards in a pub,['play'],['play'],['play'],True
1985,1985,a vintage style illustration of a pile of junk items,[],[],[],True
1986,1986,a bottle of hove,[],[],[],True
1987,1987,a parade in the parade,[],[],[],True
1988,1988,money,[],[],[],True
1989,1989,a man with a camera on a beach,[],[],[],True
1990,1990,a man sitting in the back of a truck,['sit'],['sit'],['sit'],True
1991,1991,a long horned bull,['horn'],['horn'],[],False
1992,1992,a whale sculpture in the university of chicago,[],[],[],True
1993,1993,a kitchen with a large island,[],[],[],True
1994,1994,a woman sitting in a living room with a television and a plant,['sit'],['sit'],['sit'],True
1995,1995,a glass of whiskey,[],[],[],True
1996,1996,gargor gargor gargor gargor gargor ga,[],"['gargor', 'gargor', 'gargor']",[],False
1997,1997,a church with a clock tower,[],[],[],True
1998,1998,a father and daughter riding a sc sc sc sc sc sc sc sc sc sc,['ride'],['ride'],['ride'],True
1999,1999,a stack of metal bars,[],[],[],True
