,generated_caption,cap,verbs,objs,n_objs
219,"A group of ice sculptures throw a winter ball, dancing until dawn.","A group of ice sculptures throw a winter ball, dancing until dawn.","{'throw', 'dance'}","{'throw', 'dance'}",2
220,"A waterfall sings lullabies to the stones, polishing them with its water.","A waterfall sings lullabies to the stones, polishing them with its water.","{'sing', 'polish'}","{'sing', 'polish'}",2
221,A group of clocks synchronize to perform a time-traveling dance.,A group of clocks synchronize to perform a time-traveling dance.,"{'travel', 'synchronize', 'perform'}","{'travel', 'synchronize', 'perform'}",3
222,"A bundle of fireworks plan their grand finale, promising a sky ablaze with colors.","A bundle of fireworks plan their grand finale, promising a sky ablaze with colors.","{'promise', 'plan'}","{'promise', 'plan'}",2
223,A group of pencils draw their own world on blank sheets of paper.,A group of pencils draw their own world on blank sheets of paper.,{'draw'},{'draw'},1
224,A constellation forms a guide map for lost travelers in the night sky.,A constellation forms a guide map for lost travelers in the night sky.,"{'lose', 'form'}","{'lose', 'form'}",2
225,A group of balloons plot their escape from a birthday party to see the world.,A group of balloons plot their escape from a birthday party to see the world.,"{'see', 'plot'}","{'see', 'plot'}",2
226,"A magic broom sweeps away problems, leaving trails of glitter.","A magic broom sweeps away problems, leaving trails of glitter.","{'leave', 'sweep'}","{'leave', 'sweep'}",2
227,"A set of colorful chalks decorate the sidewalk, bringing art to life.","A set of colorful chalks decorate the sidewalk, bringing art to life.","{'bring', 'decorate'}","{'bring', 'decorate'}",2
228,"A group of glow worms light up a cave, turning it into a luminescent wonderland.","A group of glow worms light up a cave, turning it into a luminescent wonderland.","{'light', 'turn'}","{'light', 'turn'}",2
229,A chocolate fountain tells tales of cocoa adventures from around the world.,A chocolate fountain tells tales of cocoa adventures from around the world.,{'tell'},{'tell'},1
230,A group of origami birds hold a flying contest to see who can soar the highest.,A group of origami birds hold a flying contest to see who can soar the highest.,"{'see', 'soar', 'hold'}","{'see', 'soar', 'hold'}",3
231,A shadow detaches from its owner to explore the city at night by itself.,A shadow detaches from its owner to explore the city at night by itself.,"{'explore', 'detach'}","{'explore', 'detach'}",2
232,"A collection of hats hold a fashion contest, each showcasing a unique style.","A collection of hats hold a fashion contest, each showcasing a unique style.","{'showcase', 'hold'}","{'showcase', 'hold'}",2
233,A group of snowflakes design intricate patterns on winter windows.,A group of snowflakes design intricate patterns on winter windows.,{'design'},{'design'},1
234,A bunch of keys unlock doors to hidden magical realms for those who dare to turn them.,A bunch of keys unlock doors to hidden magical realms for those who dare to turn them.,"{'dare', 'hide', 'unlock', 'turn'}","{'turn', 'hide', 'dare', 'unlock'}",4
235,"A row of garden gnomes plan a midnight garden party, inviting all critters.","A row of garden gnomes plan a midnight garden party, inviting all critters.","{'invite', 'plan'}","{'invite', 'plan'}",2
236,"A teacup rides the waves of a stormy teapot, seeking the calm of the saucer.","A teacup rides the waves of a stormy teapot, seeking the calm of the saucer.","{'seek', 'ride'}","{'seek', 'ride'}",2
237,"A group of lanterns float down a river, lighting the way for night travelers.","A group of lanterns float down a river, lighting the way for night travelers.","{'light', 'float'}","{'light', 'float'}",2
238,"A rainbow paints the sky, narrating the story of sunlight and rain.","A rainbow paints the sky, narrating the story of sunlight and rain.","{'paint', 'narrate'}","{'paint', 'narrate'}",2
239,A group of autumn leaves stage a play about their life cycle.,A group of autumn leaves stage a play about their life cycle.,{'stage'},{'stage'},1
240,"A mirror reflects alternative versions of the room, showing what could have been.","A mirror reflects alternative versions of the room, showing what could have been.","{'show', 'reflect'}","{'show', 'reflect'}",2
241,"A group of bubbles escape from a bath, floating through the house on adventures.","A group of bubbles escape from a bath, floating through the house on adventures.","{'float', 'escape'}","{'escape', 'float'}",2
242,"A clockwork toy repairs itself, winding up for another round of fun.","A clockwork toy repairs itself, winding up for another round of fun.","{'repair', 'wind'}","{'repair', 'wind'}",2
243,"A group of quilts hold a cozy contest, seeing who can provide the warmest embrace.","A group of quilts hold a cozy contest, seeing who can provide the warmest embrace.","{'see', 'hold', 'provide'}","{'see', 'hold', 'provide'}",3
244,"A painting steps out of its frame to join a museum tour, commenting on other artworks.","A painting steps out of its frame to join a museum tour, commenting on other artworks.","{'step', 'join', 'comment'}","{'step', 'join', 'comment'}",3
245,A group of fireworks discuss the patterns they'll make in the sky on New Year's Eve.,A group of fireworks discuss the patterns they'll make in the sky on New Year's Eve.,"{'discuss', 'make'}","{'discuss', 'make'}",2
246,"A feather floats through the air, narrating its escape from a pillow.","A feather floats through the air, narrating its escape from a pillow.","{'float', 'narrate'}","{'float', 'narrate'}",2
247,A group of kites draft a treaty to manage air traffic in their local park.,A group of kites draft a treaty to manage air traffic in their local park.,"{'manage', 'draft'}","{'manage', 'draft'}",2
248,A shadow puppet theatre tells tales of ancient heroes and villains.,A shadow puppet theatre tells tales of ancient heroes and villains.,{'tell'},{'tell'},1
249,"A group of crayons create a mural on the wall, bringing color to a dull room.","A group of crayons create a mural on the wall, bringing color to a dull room.","{'bring', 'create'}","{'bring', 'create'}",2
250,A treehouse holds a secret meeting for forest animals planning an ecological summit.,A treehouse holds a secret meeting for forest animals planning an ecological summit.,"{'hold', 'plan'}","{'hold', 'plan'}",2
251,"A group of stones skip across a pond, racing each other to the other side.","A group of stones skip across a pond, racing each other to the other side.","{'race', 'skip'}","{'skip', 'race'}",2
252,"A teapot whistles tunes from around the world, entertaining the kitchen appliances.","A teapot whistles tunes from around the world, entertaining the kitchen appliances.","{'whistle', 'entertain'}","{'whistle', 'entertain'}",2
253,"A group of statues come to life at night, sharing stories of the days they've seen.","A group of statues come to life at night, sharing stories of the days they've seen.","{'see', 'come', 'share'}","{'see', 'come', 'share'}",3
254,A door knocker tells tales of the visitors it has greeted over the centuries.,A door knocker tells tales of the visitors it has greeted over the centuries.,"{'tell', 'greet'}","{'tell', 'greet'}",2
255,"A group of leaves perform a wind dance, swirling around the streets in autumn.","A group of leaves perform a wind dance, swirling around the streets in autumn.","{'swirl', 'perform'}","{'swirl', 'perform'}",2
256,"A piece of chalk writes motivational messages on the sidewalk, inspiring passersby.","A piece of chalk writes motivational messages on the sidewalk, inspiring passersby.","{'write', 'inspire'}","{'write', 'inspire'}",2
257,"A group of clouds form shapes, telling stories to children looking up from the ground.","A group of clouds form shapes, telling stories to children looking up from the ground.","{'look', 'tell', 'form'}","{'form', 'tell', 'look'}",3
258,A candle flickers stories of all the wishes it has heard over the years.,A candle flickers stories of all the wishes it has heard over the years.,"{'hear', 'flicker'}","{'hear', 'flicker'}",2
259,"A group of rocks arrange themselves into peaceful patterns, promoting tranquility.","A group of rocks arrange themselves into peaceful patterns, promoting tranquility.","{'promote', 'arrange'}","{'promote', 'arrange'}",2
260,"A fountain pen writes epic tales, each word a splash of adventure.","A fountain pen writes epic tales, each word a splash of adventure.",{'write'},{'write'},1
261,"A group of seeds plan their growth into a lush garden, discussing their future landscapes.","A group of seeds plan their growth into a lush garden, discussing their future landscapes.","{'discuss', 'plan'}","{'discuss', 'plan'}",2
262,"A mailbox tells tales of the letters it has held, connecting lives across distances.","A mailbox tells tales of the letters it has held, connecting lives across distances.","{'connect', 'tell', 'hold'}","{'connect', 'tell', 'hold'}",3
263,A group of snowmen hold a summit to discuss the coming spring and their future plans.,A group of snowmen hold a summit to discuss the coming spring and their future plans.,"{'discuss', 'come', 'hold'}","{'discuss', 'hold', 'come'}",3
264,"A bottle of ink spills stories across a desk, each blot a different genre.","A bottle of ink spills stories across a desk, each blot a different genre.",{'spill'},{'spill'},1
265,A group of lanterns tell tales of the paths they've illuminated over the years.,A group of lanterns tell tales of the paths they've illuminated over the years.,"{'tell', 'illuminate'}","{'tell', 'illuminate'}",2
266,"A curtain pulls back to reveal a stage, setting the scene for an evening's performance.","A curtain pulls back to reveal a stage, setting the scene for an evening's performance.","{'set', 'pull', 'reveal'}","{'set', 'pull', 'reveal'}",3
267,"A group of shadows mimic the movements of their owners, creating a silent ballet.","A group of shadows mimic the movements of their owners, creating a silent ballet.","{'mimic', 'create'}","{'mimic', 'create'}",2
268,"A kettle boils over with stories of the teas it has brewed, each steam a narrative.","A kettle boils over with stories of the teas it has brewed, each steam a narrative.","{'brew', 'boil'}","{'brew', 'boil'}",2
269,"A group of stones form a rock band, playing geological hits through the ages.","A group of stones form a rock band, playing geological hits through the ages.","{'form', 'play'}","{'form', 'play'}",2
270,"A clock tells the time in different time zones, narrating world events as they happen.","A clock tells the time in different time zones, narrating world events as they happen.","{'tell', 'happen', 'narrate'}","{'tell', 'happen', 'narrate'}",3
271,"A group of leaves write poetry on the wind, their words carried far and wide.","A group of leaves write poetry on the wind, their words carried far and wide.","{'carry', 'write'}","{'carry', 'write'}",2
272,"A door swings open to reveal a hidden library, inviting adventurers to explore.","A door swings open to reveal a hidden library, inviting adventurers to explore.","{'explore', 'swing', 'invite', 'hide', 'reveal'}","{'explore', 'swing', 'invite', 'hide', 'reveal'}",5
273,"A group of hats exchange stories of the heads they've adorned, each tale a different life.","A group of hats exchange stories of the heads they've adorned, each tale a different life.","{'adorn', 'exchange'}","{'adorn', 'exchange'}",2
